id,organism,host,country,isolate,isolation_source,molecule_type,dbxref,topology,taxonomy,collection_date,reported_date,n_count
MT412280.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: CT,SARS-CoV-2/human/USA/CT-UW-5764/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-05,27-MAY-2020,1
MT412279.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: CT,SARS-CoV-2/human/USA/CT-UW-5763/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-05,27-MAY-2020,0
MT412278.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: CT,SARS-CoV-2/human/USA/CT-UW-5757/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-06,27-MAY-2020,0
MT412277.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5756/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-07,27-MAY-2020,0
MT412276.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: CT,SARS-CoV-2/human/USA/CT-UW-5754/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-05,27-MAY-2020,0
MT412275.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5750/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-06,27-MAY-2020,0
MT412274.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: CT,SARS-CoV-2/human/USA/CT-UW-5749/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-04,27-MAY-2020,0
MT412273.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-5742/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-07,27-MAY-2020,0
MT412272.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5737/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-06,27-MAY-2020,206
MT412271.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5732/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-06,27-MAY-2020,1
MT412270.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5717/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-06,27-MAY-2020,421
MT412269.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5629/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-08,27-MAY-2020,0
MT412268.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5617/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-08,27-MAY-2020,0
MT412267.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-5614/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-08,27-MAY-2020,165
MT412266.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-5605/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-08,27-MAY-2020,206
MT412264.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: CT,SARS-CoV-2/human/USA/CT-UW-5595/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-07,27-MAY-2020,31
MT412263.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5400/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-05,27-MAY-2020,69
MT412262.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5397/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-05,27-MAY-2020,49
MT412261.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5371/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-05,27-MAY-2020,0
MT412260.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-5368/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-05,27-MAY-2020,1356
MT412259.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5364/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-05,27-MAY-2020,0
MT412258.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5359/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-05,27-MAY-2020,0
MT412257.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5205/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-02,27-MAY-2020,0
MT412256.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5203/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-01,27-MAY-2020,0
MT412255.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5200/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-02,27-MAY-2020,1
MT412254.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-5199/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-02,27-MAY-2020,3
MT412253.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-518/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-11,27-MAY-2020,0
MT412252.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-517/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-11,27-MAY-2020,0
MT412251.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-546/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,0
MT412250.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-542/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,0
MT412249.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-543/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,0
MT412248.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-524/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,0
MT412247.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-530/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,0
MT412246.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-525/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-11,27-MAY-2020,16
MT412245.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-536/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-11,27-MAY-2020,0
MT412244.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-572/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,1
MT412243.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-581/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020,27-MAY-2020,0
MT412242.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-526/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-11,27-MAY-2020,0
MT412241.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-555/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,96
MT412240.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-600/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,0
MT412239.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-547/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-10,27-MAY-2020,21
MT412238.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-596/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,0
MT412237.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-602/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,0
MT412236.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-586/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-12,27-MAY-2020,0
MT412235.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-558/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-13,27-MAY-2020,0
MT412234.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-604/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-13,27-MAY-2020,0
MT412233.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA,SARS-CoV-2/human/USA/UNKNOWN-UW-531/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-13,27-MAY-2020,0
MT412232.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5194/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-01,27-MAY-2020,360
MT412231.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5192/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-02,27-MAY-2020,393
MT412230.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5190/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-01,27-MAY-2020,13
MT412229.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5189/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-01,27-MAY-2020,110
MT412228.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5182/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-02,27-MAY-2020,0
MT412227.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5181/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-02,27-MAY-2020,0
MT412226.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5178/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-01,27-MAY-2020,0
MT412225.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW-5177/2020,NP/OP swab,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-04-01,27-MAY-2020,27
MT252824.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW39/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-06,27-MAY-2020,72
MT252823.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW38/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-07,27-MAY-2020,8
MT252822.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW37/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-06,27-MAY-2020,6
MT252821.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW36/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-07,27-MAY-2020,14
MT252811.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW51/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-08,27-MAY-2020,0
MT252810.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW50/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-08,27-MAY-2020,2
MT252809.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW49/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-09,27-MAY-2020,0
MT252807.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW47/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-09,27-MAY-2020,4
MT252806.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW46/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-09,27-MAY-2020,5
MT252805.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW44/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-08,27-MAY-2020,4
MT252804.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW43/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-08,27-MAY-2020,3
MT252803.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW42/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-09,27-MAY-2020,4
MT252802.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW41/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-08,27-MAY-2020,68
MT252801.1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,USA: WA,SARS-CoV-2/human/USA/WA-UW40/2020,NaN,genomic RNA,taxon:2697049,linear,Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus,2020-03-05,27-MAY-2020,9
